Customer ID,Age,Gender,Location,Last Purchase Date,Churn
49,42,Male,Nevada,25/6/2023,0
50,68,Male,New Jersey,9/2/2023,0
51,49,Male,Maryland,1/4/2022,1
52,59,Male,Vermont,25/5/2023,0
53,42,Male,Alaska,20/12/2022,0
54,29,Male,Mississippi,30/1/2023,0
55,47,Male,New Mexico,25/1/2022,1
56,40,Male,South Carolina,5/7/2023,0
57,41,Male,Mississippi,4/5/2023,0
58,21,Male,West Virginia,2/4/2022,1
59,69,Male,Missouri,27/1/2023,0
60,63,Male,Louisiana,2/1/2023,0
61,50,Male,Idaho,27/1/2022,1
62,55,Male,Texas,9/8/2023,0
63,30,Male,Mississippi,25/3/2023,0
64,33,Male,Arizona,16/7/2023,0
65,65,Male,Alabama,10/1/2022,1
66,65,Male,New Jersey,5/7/2023,0
67,31,Male,Pennsylvania,5/7/2022,0
68,45,Male,Connecticut,11/1/2022,1
69,57,Male,Utah,9/6/2022,1
70,48,Male,Tennessee,1/9/2023,0
71,22,Male,Alabama,6/9/2022,0
72,36,Male,Virginia,9/6/2023,0
73,18,Male,Georgia,2/3/2023,0
74,48,Male,Hawaii,27/4/2022,1
75,49,Male,Indiana,26/7/2023,0
76,64,Male,Utah,9/6/2023,0
77,50,Male,Delaware,15/2/2023,0
78,22,Male,Delaware,24/10/2022,0
79,50,Male,Nebraska,8/2/2023,0
80,38,Male,Iowa,28/9/2022,0
81,19,Male,New York,5/7/2023,0
82,67,Male,Virginia,30/4/2022,1
83,19,Male,Georgia,25/12/2022,0
84,36,Male,Texas,15/12/2022,0
85,52,Male,Arizona,27/10/2023,0
86,53,Male,New Mexico,21/10/2023,0
87,24,Male,Nevada,21/4/2022,1
88,52,Male,Ohio,14/4/2023,0
89,33,Male,Wyoming,18/3/2023,0
90,47,Male,California,26/12/2023,0
91,25,Male,South Carolina,28/6/2023,0
92,44,Male,South Carolina,7/4/2023,0
93,61,Male,Texas,15/8/2022,0
94,37,Male,Florida,9/8/2023,0
95,58,Male,Nevada,28/6/2023,0
96,37,Male,Missouri,30/3/2023,0
97,32,Male,Delaware,4/8/2022,0
98,21,Male,Virginia,2/9/2022,0
99,20,Male,New York,7/7/2023,0
100,26,Male,Missouri,12/8/2022,0
101,62,Male,South Dakota,10/12/2022,0
102,27,Male,North Dakota,26/2/2022,1
103,51,Male,Oklahoma,22/4/2022,1
104,54,Male,West Virginia,4/8/2022,0
105,55,Male,New Hampshire,29/9/2022,0
106,69,Male,New York,19/7/2022,0
107,64,Male,Minnesota,15/11/2022,0
108,28,Male,Maryland,25/9/2023,0
109,70,Male,Montana,21/12/2022,0
110,58,Male,Alabama,29/11/2022,0
111,56,Male,New York,26/11/2023,0
112,26,Male,Massachusetts,1/5/2023,0
113,37,Male,Florida,14/12/2023,0
114,44,Male,New Jersey,23/7/2022,0
115,70,Male,Massachusetts,13/3/2023,0
116,53,Male,Wyoming,19/4/2023,0
117,55,Male,Virginia,5/12/2023,0
118,50,Male,South Dakota,1/2/2022,1
119,50,Male,Kentucky,27/8/2023,0
120,38,Male,Wyoming,26/10/2023,0
121,64,Male,West Virginia,11/1/2022,1
122,19,Male,Virginia,27/11/2023,0
123,40,Male,Washington,2/7/2022,0
124,57,Male,Louisiana,3/1/2023,0
125,44,Male,Nevada,24/2/2023,0
126,49,Male,California,20/6/2023,0
127,43,Male,Mississippi,14/1/2022,1
128,24,Male,Mississippi,30/4/2023,0
129,20,Male,California,23/3/2023,0
130,24,Male,Pennsylvania,3/7/2023,0
131,44,Male,Kentucky,13/6/2023,0
132,28,Male,Maine,21/3/2022,1
133,30,Male,New Mexico,19/7/2022,0
134,52,Male,Montana,20/3/2022,1
135,43,Male,Texas,2/3/2023,0
136,43,Male,Kansas,20/2/2022,1
137,39,Male,South Carolina,13/9/2022,0
138,68,Male,Colorado,8/5/2023,0
139,68,Male,Georgia,6/3/2022,1
140,49,Male,Florida,8/10/2023,0
141,63,Male,North Carolina,20/7/2022,0
142,56,Male,Virginia,4/7/2022,0
143,37,Male,Nebraska,31/3/2022,1
144,30,Male,Missouri,31/10/2023,0
145,19,Male,New Jersey,26/5/2023,0
146,24,Male,Missouri,24/8/2022,0
147,52,Male,Colorado,12/9/2022,0
148,63,Male,Idaho,26/11/2023,0
149,37,Male,Wyoming,9/4/2022,1
150,38,Male,Delaware,21/2/2023,0
151,35,Male,California,4/9/2022,0
152,28,Male,North Dakota,12/7/2023,0
153,30,Male,South Carolina,28/5/2023,0
154,69,Male,North Carolina,8/11/2022,0
155,41,Male,Oklahoma,30/8/2023,0
156,63,Male,Maine,13/1/2023,0
157,35,Male,Missouri,10/9/2023,0
158,36,Male,Vermont,23/10/2022,0
159,25,Male,Connecticut,28/4/2022,1
160,58,Male,New Hampshire,3/10/2023,0
161,27,Male,Texas,17/2/2022,1
162,65,Male,North Dakota,26/7/2022,0
163,54,Male,California,1/6/2022,1
164,54,Male,Virginia,5/11/2023,0
165,59,Male,Delaware,18/11/2023,0
166,42,Male,Kentucky,27/7/2022,0
167,46,Male,Delaware,3/4/2022,1
168,33,Male,Arkansas,27/2/2023,0
169,34,Male,Louisiana,24/2/2022,1
170,27,Male,Nevada,13/11/2023,0
171,52,Male,Wyoming,9/2/2022,1
172,29,Male,Virginia,5/6/2022,1
173,54,Male,Nebraska,17/7/2022,0
174,25,Male,Hawaii,11/1/2023,0
175,41,Male,Vermont,19/3/2023,0
176,53,Male,Oklahoma,14/12/2023,0
177,53,Male,New Hampshire,14/5/2023,0
178,21,Male,Kansas,20/6/2022,0
179,61,Male,Idaho,31/10/2022,0
180,64,Male,Illinois,29/3/2023,0
181,51,Male,South Dakota,20/4/2022,1
182,32,Male,Massachusetts,20/11/2022,0
183,38,Male,Alabama,6/11/2022,0
184,58,Male,Ohio,29/8/2022,0
185,32,Male,Hawaii,24/10/2022,0
186,46,Male,Wisconsin,19/2/2023,0
187,39,Male,Minnesota,9/2/2022,1
188,19,Male,Georgia,4/7/2023,0
189,50,Male,Arkansas,8/5/2023,0
190,36,Male,West Virginia,3/10/2022,0
191,65,Male,Indiana,4/9/2022,0
192,64,Male,Utah,23/2/2023,0
193,46,Male,Nebraska,23/1/2022,1
194,36,Male,North Dakota,6/11/2022,0
195,51,Male,Missouri,29/10/2022,0
196,51,Male,New York,30/8/2023,0
197,38,Male,Washington,4/3/2023,0
198,59,Male,South Carolina,3/8/2022,0
199,57,Male,Utah,12/10/2023,0
200,54,Male,Idaho,12/5/2023,0
201,25,Male,Pennsylvania,4/12/2023,0
202,69,Male,Missouri,16/4/2022,1
203,57,Male,Nebraska,29/6/2022,0
204,70,Male,Indiana,23/5/2023,0
205,24,Male,Arizona,8/11/2023,0
206,67,Male,Hawaii,29/11/2023,0
207,24,Male,Wisconsin,27/4/2023,0
208,62,Male,Rhode Island,25/11/2022,0
209,57,Male,Wisconsin,25/8/2023,0
210,55,Male,Minnesota,11/3/2023,0
211,45,Male,Vermont,9/8/2023,0
212,69,Male,South Dakota,20/6/2022,0
213,67,Male,Virginia,2/10/2023,0
214,30,Male,Nevada,4/4/2022,1
215,24,Male,Hawaii,23/4/2023,0
216,62,Male,New Jersey,30/5/2022,1
217,43,Male,Massachusetts,2/11/2023,0
218,35,Male,Oklahoma,20/3/2022,1
219,28,Male,California,19/6/2023,0
220,32,Male,Nevada,24/3/2022,1
221,39,Male,Arizona,26/8/2023,0
222,28,Male,North Carolina,23/7/2023,0
223,47,Male,New York,29/6/2022,0
224,20,Male,Wyoming,23/9/2023,0
225,63,Male,South Dakota,14/8/2023,0
226,25,Male,Arkansas,8/4/2023,0
227,29,Male,Texas,12/3/2023,0
228,50,Male,Rhode Island,19/9/2022,0
229,18,Male,New Hampshire,24/11/2023,0
230,70,Male,Ohio,9/9/2023,0
231,66,Male,Utah,3/2/2022,1
232,28,Male,Tennessee,1/12/2022,0
233,54,Male,Hawaii,16/3/2022,1
234,19,Male,Arizona,14/5/2022,1
235,20,Male,South Dakota,3/5/2022,1
236,43,Male,New Jersey,3/1/2023,0
237,38,Male,North Dakota,20/11/2023,0
238,50,Male,Iowa,26/9/2022,0
239,64,Male,Ohio,21/3/2023,0
240,49,Male,Vermont,10/7/2023,0
241,47,Male,Montana,17/5/2022,1
242,36,Male,Delaware,13/7/2022,0
243,55,Male,New York,25/7/2023,0
244,25,Male,Kentucky,23/10/2023,0
245,53,Male,Oregon,29/5/2022,1
246,49,Male,Rhode Island,27/7/2023,0
247,35,Male,Nevada,17/7/2022,0
248,29,Male,Montana,1/4/2023,0
249,47,Male,Pennsylvania,19/10/2022,0
250,53,Male,Alaska,7/3/2022,1
251,33,Male,Mississippi,1/2/2022,1
252,21,Male,Wyoming,15/8/2023,0
253,32,Male,Delaware,28/12/2023,0
254,52,Male,Oklahoma,1/7/2022,0
255,67,Male,Indiana,31/5/2022,1
256,43,Male,Maryland,2/9/2023,0
257,58,Male,South Dakota,19/4/2023,0
258,20,Male,West Virginia,19/3/2023,0
259,61,Male,Alabama,28/9/2023,0
260,32,Male,Louisiana,24/12/2022,0
261,38,Male,Montana,28/6/2023,0
262,21,Male,California,14/11/2023,0
263,37,Male,Hawaii,7/6/2023,0
264,27,Male,Iowa,20/7/2022,0
265,36,Male,Colorado,19/7/2023,0
266,32,Male,Michigan,4/10/2022,0
267,51,Male,Louisiana,6/11/2023,0
268,64,Male,Maryland,5/8/2023,0
269,68,Male,Georgia,9/11/2023,0
270,68,Male,Georgia,13/9/2022,0
271,33,Male,North Dakota,7/10/2022,0
272,65,Male,Maryland,31/10/2022,0
273,48,Male,Oregon,6/4/2022,1
274,69,Male,North Dakota,29/8/2023,0
275,59,Male,Maryland,13/7/2023,0
276,48,Male,Virginia,20/2/2023,0
277,25,Male,South Dakota,28/6/2022,0
278,29,Male,Georgia,17/5/2022,1
279,57,Male,Hawaii,20/8/2023,0
280,23,Male,Arkansas,26/1/2023,0
281,45,Male,Montana,24/8/2023,0
282,38,Male,Oklahoma,18/5/2023,0
283,21,Male,Minnesota,14/2/2023,0
284,32,Male,Montana,29/11/2022,0
285,63,Male,Ohio,5/4/2022,1
286,29,Male,Kentucky,3/9/2022,0
287,27,Male,Nebraska,7/11/2023,0
288,56,Male,Delaware,10/2/2023,0
289,30,Male,North Carolina,27/5/2023,0
290,49,Male,New York,18/3/2023,0
291,58,Male,Colorado,7/5/2022,1
292,57,Male,Delaware,6/3/2023,0
293,60,Male,Utah,5/10/2023,0
294,69,Male,Connecticut,28/12/2022,0
295,70,Male,New Jersey,22/7/2023,0
296,53,Male,West Virginia,25/1/2022,1
297,25,Male,Indiana,12/4/2023,0
298,48,Male,Delaware,12/2/2022,1
299,69,Male,Maryland,13/3/2022,1
300,25,Male,Pennsylvania,23/8/2022,0
301,29,Male,Iowa,24/12/2022,0
302,46,Male,Pennsylvania,22/5/2023,0
303,37,Male,Delaware,16/6/2022,1
304,20,Male,Oregon,20/6/2022,0
305,40,Male,Oregon,24/2/2022,1
306,60,Male,Utah,9/4/2022,1
307,26,Male,North Dakota,26/1/2022,1
308,29,Male,Florida,29/9/2023,0
309,66,Male,Maryland,19/12/2022,0
310,66,Male,Minnesota,10/10/2022,0
311,56,Male,Montana,22/3/2023,0
312,69,Male,Rhode Island,25/1/2023,0
313,38,Male,Massachusetts,23/4/2023,0
314,42,Male,Vermont,20/11/2022,0
315,30,Male,New Jersey,18/12/2023,0
316,66,Male,Wisconsin,11/5/2023,0
317,36,Male,California,19/11/2022,0
318,58,Male,West Virginia,22/4/2023,0
319,45,Male,South Dakota,7/9/2023,0
320,47,Male,Maine,3/10/2022,0
321,66,Male,Kansas,17/2/2022,1
322,41,Male,Vermont,22/3/2023,0
323,41,Male,Tennessee,19/6/2023,0
324,66,Male,Tennessee,22/10/2022,0
325,37,Male,Wyoming,7/6/2023,0
326,70,Male,Vermont,20/7/2023,0
327,62,Male,New Jersey,18/11/2022,0
328,61,Male,Iowa,6/4/2023,0
329,48,Male,Florida,11/2/2023,0
330,70,Male,Nevada,4/2/2023,0
331,46,Male,North Dakota,17/6/2022,1
332,31,Male,Florida,12/9/2022,0
333,19,Male,New York,26/7/2022,0
334,39,Male,Alaska,9/1/2023,0
335,41,Male,Kansas,27/11/2023,0
336,20,Male,Oregon,29/11/2023,0
337,36,Male,Rhode Island,28/3/2022,1
338,32,Male,New Mexico,10/4/2022,1
339,69,Male,Massachusetts,22/1/2023,0
340,40,Male,Pennsylvania,3/12/2022,0
341,40,Male,New Jersey,4/7/2022,0
342,20,Male,Utah,1/3/2022,1
343,64,Male,Kentucky,21/11/2022,0
344,27,Male,Nebraska,4/5/2022,1
345,24,Male,Virginia,2/6/2022,1
346,48,Male,Wyoming,5/8/2023,0
347,49,Male,New Mexico,17/10/2022,0
348,36,Male,Oregon,26/8/2023,0
349,56,Male,South Carolina,10/5/2023,0
350,37,Male,Arizona,20/3/2022,1
351,42,Male,Kentucky,22/1/2023,0
352,28,Male,New York,29/3/2023,0
353,27,Male,Texas,7/9/2022,0
354,63,Male,Missouri,1/1/2023,0
355,58,Male,Pennsylvania,23/11/2023,0
356,37,Male,Oregon,26/3/2023,0
357,56,Male,Nevada,24/4/2022,1
358,18,Male,Arkansas,24/5/2023,0
359,48,Male,Minnesota,29/9/2023,0
360,31,Male,Georgia,21/10/2023,0
361,51,Male,Rhode Island,9/11/2022,0
362,65,Male,Nevada,11/12/2022,0
363,53,Male,Texas,16/5/2023,0
364,55,Male,Florida,26/2/2022,1
365,62,Male,North Dakota,9/1/2023,0
366,55,Male,West Virginia,24/8/2022,0
367,64,Male,Nebraska,11/5/2023,0
368,52,Male,Tennessee,10/6/2022,1
369,24,Male,Oklahoma,13/10/2023,0
370,38,Male,Wisconsin,4/1/2022,1
371,59,Male,Oregon,25/8/2022,0
372,27,Male,North Carolina,31/5/2022,1
373,24,Male,Pennsylvania,25/2/2022,1
374,23,Male,North Dakota,21/1/2023,0
375,69,Male,Ohio,1/1/2023,0
376,59,Male,Oklahoma,7/4/2022,1
377,51,Male,South Carolina,21/10/2022,0
378,63,Male,Maine,5/7/2022,0
379,54,Male,Nevada,5/10/2022,0
380,32,Male,Montana,19/12/2022,0
381,39,Male,New Hampshire,8/11/2023,0
382,66,Male,Maine,11/3/2022,1
383,28,Male,California,3/4/2023,0
384,50,Male,West Virginia,15/10/2022,0
385,70,Male,California,6/4/2023,0
386,67,Male,West Virginia,9/1/2022,1
387,64,Male,Louisiana,6/3/2022,1
388,45,Male,Georgia,19/3/2023,0
389,22,Male,Washington,1/10/2023,0
390,27,Male,Virginia,28/8/2023,0
391,25,Male,Indiana,13/9/2022,0
392,37,Male,Minnesota,21/10/2022,0
393,26,Male,Idaho,12/4/2022,1
394,33,Male,Vermont,13/8/2023,0
395,43,Male,North Dakota,18/5/2022,1
396,37,Male,Rhode Island,2/8/2022,0
397,46,Male,South Carolina,13/5/2022,1
398,22,Male,Mississippi,19/9/2023,0
399,20,Male,Montana,16/7/2023,0
400,60,Male,Idaho,15/12/2022,0
401,39,Male,Utah,9/4/2022,1
402,43,Male,Oklahoma,23/1/2022,1
403,31,Male,California,31/12/2022,0
404,19,Male,Nevada,27/8/2022,0
405,35,Male,Delaware,19/2/2023,0
406,41,Male,South Carolina,11/1/2022,1
407,52,Male,Maryland,22/4/2022,1
408,45,Male,North Carolina,17/8/2023,0
409,34,Male,Alabama,9/2/2022,1
410,35,Male,Minnesota,24/8/2023,0
411,29,Male,Virginia,4/6/2022,1
412,59,Male,Michigan,19/3/2022,1
413,24,Male,Maine,29/11/2022,0
414,70,Male,Nevada,30/5/2023,0
415,29,Male,Wyoming,29/3/2022,1
416,67,Male,Connecticut,26/1/2022,1
417,36,Male,Oregon,29/7/2022,0
418,23,Male,Mississippi,3/1/2023,0
419,18,Male,Illinois,27/9/2022,0
420,53,Male,Utah,12/2/2023,0
421,32,Male,North Carolina,27/4/2023,0
422,38,Male,Kentucky,23/5/2022,1
423,47,Male,Minnesota,19/1/2023,0
424,46,Male,New York,12/8/2022,0
425,66,Male,Illinois,10/1/2023,0
426,40,Male,North Dakota,13/4/2022,1
427,43,Male,Louisiana,2/3/2022,1
428,58,Male,Illinois,8/5/2023,0
429,21,Male,Wyoming,30/10/2023,0
430,42,Male,Washington,23/10/2023,0
431,24,Male,Texas,19/7/2022,0
432,43,Male,New Hampshire,1/11/2022,0
433,47,Male,Indiana,2/4/2022,1
434,49,Male,Alabama,12/10/2022,0
435,50,Male,Oklahoma,5/7/2023,0
436,51,Male,Montana,23/11/2023,0
437,40,Male,Tennessee,2/9/2023,0
438,45,Male,New Mexico,14/2/2022,1
439,52,Male,Iowa,3/9/2023,0
440,62,Male,Idaho,23/4/2023,0
441,20,Male,Oklahoma,8/12/2022,0
442,43,Male,Florida,26/12/2023,0
443,29,Male,Michigan,5/12/2023,0
444,22,Male,Hawaii,10/8/2022,0
445,48,Male,California,28/2/2023,0
446,42,Male,Iowa,10/5/2022,1
447,19,Male,West Virginia,7/9/2023,0
448,60,Male,Washington,8/8/2023,0
449,32,Male,Missouri,24/10/2022,0
450,26,Male,New York,24/7/2022,0
451,25,Male,Connecticut,12/7/2022,0
452,66,Male,Virginia,12/6/2023,0
453,45,Male,Missouri,6/6/2022,1
454,54,Male,Nebraska,23/6/2022,0
455,37,Male,New Jersey,12/12/2023,0
456,54,Male,Utah,25/7/2023,0
457,50,Male,North Carolina,11/5/2022,1
458,25,Male,Rhode Island,13/6/2022,1
459,47,Male,Arkansas,16/8/2023,0
460,63,Male,Maryland,8/8/2022,0
461,64,Male,South Carolina,9/8/2023,0
462,18,Male,Ohio,14/2/2022,1
463,59,Male,Illinois,17/7/2022,0
464,37,Male,Georgia,14/9/2023,0
465,23,Male,Alabama,12/12/2023,0
466,54,Male,Oklahoma,21/10/2022,0
467,38,Male,Vermont,2/11/2022,0
468,19,Male,Nebraska,26/12/2023,0
469,34,Male,Georgia,13/3/2022,1
470,21,Male,Alabama,16/3/2023,0
471,50,Male,Minnesota,21/10/2023,0
472,55,Male,Missouri,13/3/2023,0
473,20,Male,Georgia,31/1/2022,1
474,34,Male,West Virginia,17/3/2022,1
475,62,Male,Arkansas,17/7/2023,0
476,21,Male,Ohio,14/10/2022,0
477,21,Male,Connecticut,30/12/2023,0
478,42,Male,North Dakota,18/8/2023,0
479,35,Male,Kansas,20/2/2022,1
480,39,Male,Iowa,30/1/2023,0
481,68,Male,Vermont,14/12/2023,0
482,46,Male,Wisconsin,2/12/2022,0
483,41,Male,Connecticut,24/1/2023,0
484,23,Male,Oklahoma,22/5/2022,1
485,68,Male,Missouri,5/8/2023,0
486,48,Male,Tennessee,16/3/2022,1
487,38,Male,New Mexico,7/9/2022,0
488,41,Male,Iowa,5/10/2022,0
489,58,Male,Maine,3/11/2023,0
490,49,Male,South Dakota,2/10/2023,0
491,57,Male,Colorado,28/5/2023,0
492,49,Male,Vermont,25/11/2023,0
493,50,Male,Michigan,23/1/2023,0
494,28,Male,Nevada,4/9/2023,0
495,38,Male,Indiana,21/4/2022,1
496,33,Male,Michigan,27/1/2022,1
497,30,Male,California,13/3/2022,1
498,43,Male,Oklahoma,28/7/2022,0
499,43,Male,Iowa,24/11/2022,0
500,36,Male,Rhode Island,22/12/2023,0
501,36,Male,Washington,21/4/2023,0
502,64,Male,Florida,25/12/2023,0
503,59,Male,South Carolina,7/10/2023,0
504,55,Male,West Virginia,28/10/2023,0
505,42,Male,Missouri,25/11/2023,0
506,61,Male,Maine,3/9/2022,0
507,28,Male,Georgia,20/3/2023,0
508,65,Male,Maine,10/4/2023,0
509,27,Male,Illinois,9/6/2022,1
510,41,Male,Delaware,16/3/2022,1
511,21,Male,West Virginia,22/6/2022,0
512,61,Male,Hawaii,14/12/2022,0
513,19,Male,New York,23/7/2023,0
514,22,Male,New Mexico,26/6/2022,0
515,64,Male,Indiana,12/10/2022,0
516,28,Male,Kentucky,17/9/2023,0
517,34,Male,West Virginia,23/8/2023,0
518,61,Male,North Dakota,20/5/2023,0
519,24,Male,Oregon,29/4/2023,0
520,19,Male,Minnesota,21/10/2022,0
521,51,Male,South Carolina,21/7/2022,0
522,36,Male,Vermont,12/2/2022,1
523,65,Male,Minnesota,24/7/2022,0
524,46,Male,Delaware,16/1/2022,1
525,59,Male,Pennsylvania,12/2/2022,1
526,51,Male,Iowa,5/2/2023,0
527,51,Male,New Jersey,29/9/2023,0
528,21,Male,South Carolina,28/5/2022,1
529,34,Male,Maryland,15/11/2022,0
530,32,Male,California,22/7/2023,0
531,48,Male,Montana,11/3/2022,1
532,50,Male,Vermont,7/7/2023,0
533,26,Male,Texas,5/9/2022,0
534,57,Male,North Carolina,2/4/2022,1
535,65,Male,Florida,15/11/2022,0
536,56,Male,West Virginia,10/3/2022,1
537,44,Male,Illinois,24/11/2023,0
538,50,Male,Virginia,30/10/2022,0
539,27,Male,Virginia,3/3/2023,0
540,49,Male,Wyoming,27/11/2022,0
541,49,Male,South Carolina,25/4/2022,1
542,52,Male,Connecticut,8/6/2022,1
543,27,Male,Illinois,7/5/2022,1
544,53,Male,Alabama,22/12/2022,0
545,34,Male,Washington,27/5/2023,0
546,33,Male,Alabama,9/10/2023,0
547,62,Male,New Mexico,15/11/2023,0
548,38,Male,Nevada,12/1/2022,1
549,36,Male,Nebraska,22/11/2023,0
550,31,Male,Arizona,12/12/2022,0
551,62,Male,Georgia,11/9/2022,0
552,29,Male,Idaho,28/2/2023,0
553,24,Male,Missouri,29/9/2023,0
554,63,Male,Florida,29/9/2022,0
555,56,Male,Minnesota,15/8/2023,0
556,63,Male,Maine,12/2/2023,0
557,40,Male,Montana,2/6/2022,1
558,18,Male,Alaska,18/8/2023,0
559,50,Male,Iowa,3/1/2022,1
560,66,Male,Arizona,2/12/2023,0
561,25,Male,Louisiana,6/2/2022,1
562,65,Male,Alabama,13/8/2022,0
563,53,Male,Missouri,10/8/2023,0
564,61,Male,Idaho,8/9/2022,0
565,67,Male,Florida,22/4/2022,1
566,59,Male,Idaho,1/8/2023,0
567,55,Male,Alabama,14/6/2023,0
568,21,Male,New Hampshire,9/8/2023,0
569,44,Male,Utah,20/8/2022,0
570,65,Male,Alabama,9/7/2022,0
571,65,Male,Iowa,10/9/2022,0
572,54,Male,Kentucky,27/6/2022,0
573,56,Male,South Carolina,10/2/2023,0
574,58,Male,California,2/7/2022,0
575,54,Male,Maine,2/11/2023,0
576,58,Male,Nebraska,9/6/2023,0
577,48,Male,Washington,17/1/2022,1
578,19,Male,Alabama,13/10/2023,0
579,69,Male,Maine,30/8/2023,0
580,58,Male,California,9/5/2023,0
581,49,Male,Iowa,9/5/2022,1
582,32,Male,Iowa,26/2/2022,1
583,40,Male,Colorado,21/8/2023,0
584,25,Male,California,6/5/2022,1
585,70,Male,Indiana,2/12/2023,0
586,69,Male,South Carolina,19/5/2023,0
587,45,Male,Wisconsin,6/12/2023,0
588,29,Male,Washington,28/3/2022,1
589,47,Male,South Dakota,7/5/2023,0
590,28,Male,Minnesota,8/11/2023,0
591,64,Male,Alaska,28/5/2023,0
592,47,Male,Kentucky,6/2/2022,1
593,60,Male,North Dakota,17/11/2023,0
594,67,Male,Alaska,12/2/2023,0
595,35,Male,Oklahoma,6/5/2022,1
596,30,Male,Delaware,13/11/2023,0
597,23,Male,Montana,15/4/2022,1
598,70,Male,Alaska,9/2/2022,1
599,21,Male,California,4/11/2022,0
600,51,Male,Massachusetts,12/8/2023,0
601,22,Male,South Carolina,31/7/2022,0
602,32,Male,West Virginia,5/2/2023,0
603,37,Male,Oregon,16/5/2022,1
604,31,Male,Massachusetts,1/7/2022,0
605,44,Male,West Virginia,27/10/2022,0
606,40,Male,California,13/7/2023,0
607,27,Male,Colorado,3/8/2023,0
608,47,Male,Indiana,26/4/2023,0
609,41,Male,Delaware,24/12/2022,0
610,51,Male,Ohio,10/10/2023,0
611,53,Male,Oklahoma,30/8/2022,0
612,43,Male,California,31/3/2022,1
613,67,Male,New Hampshire,1/8/2022,0
614,61,Male,Pennsylvania,13/11/2022,0
615,68,Male,Idaho,19/2/2022,1
616,67,Male,Maryland,27/5/2023,0
617,29,Male,Pennsylvania,6/9/2023,0
618,50,Male,Colorado,18/6/2023,0
619,61,Male,Indiana,2/6/2023,0
620,19,Male,Nebraska,15/6/2023,0
621,33,Male,Rhode Island,21/11/2023,0
622,51,Male,Kansas,12/7/2022,0
623,69,Male,Georgia,23/5/2023,0
624,19,Male,Nevada,9/12/2022,0
625,55,Male,South Carolina,19/10/2023,0
626,49,Male,Delaware,29/11/2022,0
627,31,Male,New Hampshire,26/9/2023,0
628,42,Male,Oregon,14/2/2022,1
629,69,Male,Massachusetts,4/2/2022,1
630,26,Male,Vermont,18/8/2022,0
631,41,Male,Mississippi,22/12/2022,0
632,55,Male,Washington,6/10/2023,0
633,35,Male,Wyoming,18/9/2023,0
634,66,Male,Minnesota,29/10/2023,0
635,36,Male,Ohio,12/5/2023,0
636,27,Male,South Carolina,19/3/2023,0
637,41,Male,Wisconsin,2/1/2022,1
638,21,Male,Tennessee,9/5/2022,1
639,53,Male,Maryland,13/7/2023,0
640,54,Male,Mississippi,30/4/2023,0
641,53,Male,Minnesota,14/8/2023,0
642,47,Male,Alaska,8/6/2023,0
643,64,Male,Arkansas,7/11/2022,0
644,18,Male,Oregon,9/12/2022,0
645,68,Male,Louisiana,3/2/2023,0
646,62,Male,Oklahoma,16/9/2022,0
647,51,Male,Indiana,25/5/2023,0
648,54,Male,Mississippi,20/8/2023,0
649,22,Male,Michigan,14/4/2023,0
650,53,Male,Delaware,13/3/2022,1
651,34,Male,Florida,15/5/2022,1
652,32,Male,Arkansas,9/8/2022,0
653,64,Male,Minnesota,28/5/2023,0
654,20,Male,North Dakota,28/1/2023,0
